image_file_path,split,dominant_colour_name,album_name
51MZ7dgVqrL._SX300_.jpg,train,Athens Gray,undefined
51NJ9MTA10L.jpg,train,Apache,From Within
51P3Q1H0JEL._SX300_.jpg,train,Ecstasy,Ibiza Euphoria
51pH24PEa6L._SY300_.jpg,train,Woody Brown,undefined
51PHZ4K9WJL._SY300_.jpg,train,Cararra,Crash Landing
51PKClOYIsL._SY300_.jpg,train,Cape Palliser,Bon Voyage
51q3LtXcEDL._SY300_.jpg,train,Tuscany,undefined
51Q72cERSxL._SY300_.jpg,train,Tom Thumb,undefined
51qCpYo3XSL._SY300_.jpg,train,Sandstone,undefined
51QY6W8DDXL._SY300_.jpg,train,Bistre,Very Best of Frantic Euphoria
51r3dOYDKpL._SY300_.jpg,train,Shark,Audio Damage
51R7SueRIRL._SY300_.jpg,train,Periglacial Blue,Selected Works 94-96
51rocRzxC-L._SY300_.jpg,train,Asphalt,undefined
51RPLqFNHYL._SX300_.jpg,train,Tia Maria,Cubes
51SniumdyuL._SY300_.jpg,train,Licorice,undefined
51SOEguwkXL._SX300_.jpg,train,Chambray,Trancemaster 4007
51SRG90B92L._SX300_.jpg,train,Jewel,undefined
51TgAc68BCL._SY300_.jpg,train,Matterhorn,L'amour Est Mort
51TUWZTVVdL._SY300_.jpg,train,Catskill White,In Trance We Trust V.4
51TZS0gRgUL._SX300_.jpg,train,Fedora,Shaft
51Ue3MEN4rL._SY300_.jpg,train,Deep Forest Green,Alternative
51VGfGq3IYL._SY300_.jpg,train,Mist Gray,undefined
51VkH41lpmL._SX300_.jpg,train,Port Gore,Best of
51vmkD9YMiL._SX300_.jpg,train,Contessa,Narrowed Eyes
51VwAgExiBL._SY300_.jpg,train,Chestnut Rose,Selected Remixes 2000-2003
51wE+0VeRLL._SY300_.jpg,train,Periwinkle Gray,undefined
51X4qGqHkEL._SX300_.jpg,train,Metallic Sunburst,Cosmic Experience
51Xb6URXfYL._SY300_.jpg,train,Deep Cove,On the Ropes
51xnJzKXV5L._SY300_.jpg,train,Thunder,undefined
51yzgFELyrL._SY300_.jpg,train,Big Foot Feet,Present
51Z1RaegzWL._SY300_.jpg,train,Thunder,Beat of Life
51z5CDBuOUL._SY300_.jpg,train,Marzipan,Low Income Tomorrowland
51ZAkxZ3XAL._SY300_.jpg,train,Saffron,undefined
51zAMV0F-YL._SY300_.jpg,train,Deco,undefined
51Zc1frok9L._SX300_.jpg,train,Cararra,Weapons of Mass Creation
51ZruWjLy6L._SX300_.jpg,train,Gin,Solar Serenades
51zUfIdGAmL._SX300_.jpg,train,Eternity,Behind the Eye V.2
51zvqSapXRL._SY300_.jpg,train,Outer Space,undefined
51ZWc6gXUBL._SX300_.jpg,train,Chambray,undefined
613zn6Vo2oL._SX300_.jpg,train,Nutmeg,Sessions-Derrick Carter
61484qN-vtL._SX300_.jpg,train,Night Rider,Fakes
6151KB11H0L._SY300_.jpg,train,Roti,Bambuddha Grove: the Gathering
615nU0zyBBL._SX300_.jpg,train,San Marino,Finally [Single-CD]
6161FqmXN1L._SX300_.jpg,train,Cape Cod,Psychedelic Visions
617bVnFwzML._SY300_.jpg,train,Pumice,undefined
619FVVM2P8L._SY300_.jpg,train,Jaffa,Chilled Ibiza Gold
619phdDMreL._SX300_.jpg,train,Straw,Disco-Zone
61aBbB-k9hL._SX300_.jpg,train,Bunker,undefined
61AoKaDuZYL._SX300_.jpg,train,Blue Marguerite,Blanco Y Negro Hits 05
61B1oNre6QL._SY300_.jpg,train,San Juan,undefined
61dgo3Fk6zL._SX300_.jpg,train,Thunder,Heroes of the Imagination
61DH6BFDJKL._SY300_.jpg,train,Roti,Electrifying
61DPSICivtL._SL500_SY300_.jpg,train,Tuatara,Early Works For Me If It Works For You
61EWVXN019L._SY300_.jpg,train,Zeus,Land of the Monkey Snake
61FxQidmOfL._SY300_.jpg,train,Bone,undefined
61IhJgiYlbL._SY300_.jpg,train,Pewter,New beginnings
61JahwAj7EL._SY300_.jpg,train,Contessa,Deep Space
61khbh5J+XL._SY300_.jpg,train,Sorrell Brown,undefined
61KYGFBEN9L._SY300_.jpg,train,Pearl Bush,Drum N Bass in Movement
61lDW+RgnrL._SY300_.jpg,train,Coral Reef,undefined
61nZ92EafhL._SX300_.jpg,train,Racing Green,The Conservation of Electric Charge
61Q9CZGMHrL._SX300_.jpg,train,Mirage,One One Seven in the Shade
61RH3eF16LL._SY300_.jpg,train,Quick Silver,undefined
61RH9OaYTQL._SY300_.jpg,train,Wafer,undefined
61S76QLhhYL._SX300_.jpg,train,Horizon,Trancemaster 5004
61smqHI48pL._SX300_.jpg,train,Heather,Globetrotting
61T6SCBTRGL._SY300_.jpg,train,Cello,Eternity Now
61TuftAbhLL._SY300_.jpg,train,Rangitoto,Good Game
61VC89KX8QL._SY300_.jpg,train,Big Stone,Only This Moment
61X6k0QrKIL._SY300_.jpg,train,Tundora,undefined
61yt80QL8hL._SY300_.jpg,train,Bone,Wanted
61YW8EFRDHL._SY300_.jpg,train,Chocolate,I Don't Care
61Z5y3-6pRL._SY300_.jpg,train,Dune,undefined
61zUFPqqbBL._SY300_.jpg,train,Silver,undefined
71LaFYza5YL._SL500_SX300_.jpg,train,Kelp,Accidentally Classic
21yQYShp34L.jpg,test,Westar,undefined
313322Q12GL.jpg,test,Palm Leaf,Freak
314SCTT53VL.jpg,test,Winter Hazel,After Eight
316Q04B445L.jpg,test,Contessa,In-Sides
317QRZJXXAL.jpg,test,Kashmir Blue,Shapin Fluid
31DT54NKPFL.jpg,test,Shadow,Machina Electrica &amp; Forna
31FNQBTDHEL.jpg,test,Blue Haze,Garage Pressure
31H5KVV8XQL.jpg,test,Dune,Nature Never Did Betray the Heart That Loved Her
31RV9Q3TJ0L.jpg,test,Tiber,Shapes of Sound
31t3bHq4anL._SX300_.jpg,test,Gamboge,Advance
31XRZQ3S6RL.jpg,test,Port Gore,I Feel Love
410APAYX41L.jpg,test,Iron,Best of
411XS266VCL.jpg,test,Chestnut,Suite 706-Paris-Madeleine
41353V3H53L.jpg,test,Shark,666 International
413AMGTZJAL.jpg,test,Chenin,Living in Cyberspace
413X77WGKJL.jpg,test,Bon Jour,After Dinner Mint
414MJB1AN1L.jpg,test,Gray Nurse,House Music Movement (Todd Terry)
414YPH4GASL.jpg,test,Thunder,Enchant Me
415egJWTJIL._SY300_.jpg,test,Fiord,Kitchen
415+fGlbL9L._SY300_.jpg,test,Ecru White,undefined
415QHh0JYaL.jpg,test,Chestnut,undefined
418Da4BXe5L._SX300_.jpg,test,Westar,Sound of Garden
4195kOmWitL._SY300_.jpg,test,Mystic,undefined
4196TQ8CHPL.jpg,test,Satin Linen,Heaven Is Here
419H6G9712L.jpg,test,Golden Sand,Hold Up
419RVW0617L.jpg,test,Link Water,Indigo
41AC37RVFKL.jpg,test,Red Damask,Raveland
41B3W578D8L.jpg,test,Tamarind,Life Goes on (+ Bonus Tracks)
41cwjTRUmTL._SX300_.jpg,test,Cornflower,Snapshot
41d9vhOMTLL._SY300_.jpg,test,Gold Fusion,Thru the Haze
41DZZc2IrCL._SX300_.jpg,test,Silver,Believe in Me
41E3BMCGNHL.jpg,test,Key Lime Pearl,Dancemania Speed Best 2001
41F4ESX9Y8L.jpg,test,Melanie,All I Want
41fWkyvj5rL._SX300_.jpg,test,Firefly,Future Funk: Drum &amp; Bass Jazz Sessions
41-FYZpnKRL._SY300_.jpg,test,Mandy,Happy
41giRCOrEcL._SY300_.jpg,test,Baltic Sea,Opener
41GrvDoXP7L._SX300_.jpg,test,Iron,At the Controls
41gszQuZXwL._SY300_.jpg,test,Steel Gray,undefined
41jaiuCL-2L._SL500_SX300_.jpg,test,Cape Cod,Snapshots
41JN5Z6SMSL.jpg,test,Blue Zodiac,Espaces Baroques (+3 Bonus Tracks)
41lb5YAHmJL._SY300_.jpg,test,Studio,Port Rhombus Ep
41MDM7T9VAL.jpg,test,Cape Cod,Revolution 909
41ME971S7DL.jpg,test,Ferra,Chillout 04 The Ultimate Chillout
41NKDP1DVNL.jpg,test,My Pink,Spaced Invader
41Q1YJVKJVL.jpg,test,Tonys Pink,To the Batmobile Let's Go
41Q8JDFT3KL.jpg,test,Baltic Sea,Mind &amp; Body
41QBExpg0XL._SX300_.jpg,test,San Marino,Trancemaster 4000
41RcWv1JuWL._SX300_.jpg,test,Grain Brown,Right Back Where We Started From
41RNZXERC7L.jpg,test,Driftwood,Your Face
41SAR7T1JFL.jpg,test,Jewel,Very Best of Pure Dancehall
41sB6WzwPVL._SY300_.jpg,test,Azalea,Y4K
41SKFDH165L.jpg,test,Blue Haze,Pure Silk: A New Dimension
41T6348G1JL.jpg,test,Cocoa Brown,Charlie's Angels 2000 (Enhanced)
41TCAY38HXL.jpg,test,Tide,High Altitude Breaks Level One
41UBDDhWbyL._SY300_.jpg,test,Black,Metro Area
41V6ESIVHAL.jpg,test,Green White,Soundscapes &amp; Modern Tales
41VCY5HXGTL.jpg,test,Azure,Superventas 2003 (+ Bonus DVD)
41Vjg57erVL._SX300_.jpg,test,Pampas,undefined
41WKTBMJ5TL.jpg,test,Siam,Underground Alternatives
41WYvRDKiBL._SX300_.jpg,test,Timberwolf,Greatest Hits
41YXv88i38L._SY300_.jpg,test,Tana,How About Some Ether
41YYF9RB01L.jpg,test,Athens Gray,Stay
41zE-R0-3pL._SX300_.jpg,test,Licorice,undefined
41ZZTHZEm5L._SY300_.jpg,test,Clay Ash,Our Day
510CJV9RQ8L._SY300_.jpg,test,Punch,Strike One
510EGXERABL._SY300_.jpg,test,Livid Brown,Trance Masters
5111JCIIUyL._SX300_.jpg,test,Cararra,undefined
5115MzDEAGL._SX300_.jpg,test,Burning Sand,Dream Dance Vol. 29
511G2YMYY3L._SY300_.jpg,test,Lisbon Brown,Break Beats
512+8i8gJxL._SX300_.jpg,test,Graphite,undefined
"512f0KVdOmL._SY300__PJautoripBadge,BottomRight,4,-40_OU11__.jpg",test,Baltic Sea,undefined
512Qicr148L._SX300_.jpg,test,Siam,Fear &amp; Lothian
513PNH97PCL._SY300_.jpg,test,Sand Dune,Future History
514D21A4MVL._SY300_.jpg,test,Pearl Bush,"History of Dance, Vol. 5: The Happy Hardcore Edition"
515Ar5kaJdL._SX300_.jpg,test,Botticelli,undefined
5175VEfuVYL._SY300_.jpg,test,Graphite,undefined
517D9fFJs8L._SY300_.jpg,test,Straw,undefined
517jaADxoDL._SY300_.jpg,test,Blush,undefined
517JTgiG29L._SY300_.jpg,test,Armadillo,Original Chicago House
517M3EADVYL._SY300_.jpg,test,Cinnamon Satin,Turn It Around
517QJGKQAAL._SY300_.jpg,test,Oriental Pink,Smooth
517yrK+uDiL._SX300_.jpg,test,Livid Brown,undefined
518wDRspsGL._SX300_.jpg,test,Rodeo Dust,Circuit Breaker
519dAc4WlFL._SX300_.jpg,test,Tom Thumb,No.1 Trance Classics Album
519t-kRXPzL._SY300_.jpg,test,Hunter Green,Viva Club Rotation V.14
519WNM0JAdL._SX300_.jpg,test,Tango,Dare To Live - Perspectives on Welcome to Goodbye
51A1HRqQenL._SL500_SX300_.jpg,test,Schooner,undefined
51aAYomLa8L._SX300_.jpg,test,Celeste,E Samba
51b5Xeyc7OL._SY300_.jpg,test,Ebony Clay,Reckless
51BKYW47TYL._SY300_.jpg,test,Athens Gray,Trance Energy 2004
51CidQ2UrFL._SX300_.jpg,test,Cloud,Destination Rio
51CXgxeq3QL._SY300_.jpg,test,Oriental Pink,undefined
51C+yI0-5sL._SX300_.jpg,test,Eerie Black,undefined
51d6TOfLKUL._SY300_.jpg,test,Black Shadows,undefined
51DBMoZuWrL._SX300_.jpg,test,Cold Turkey,Straight Out of the Cat Litter: Scoop Two
51dLTVRl1cL._SY300_.jpg,test,Cocoa Brown,Poison Lips
51DVZS0KCcL._SX300_.jpg,test,Cocoa Brown,undefined
51dyllbYd0L._SX300_.jpg,test,Sorrell Brown,undefined
51ELEjge1bL._SY300_.jpg,test,Whiskey,undefined
51EM8NN0Z3L._SY300_.jpg,test,Cold Turkey,Vibrator
51exo8a8G0L._SX300_.jpg,test,Ash,Chilled/Disco
51EZ9HB62GL._SY300_.jpg,test,San Juan,Very Superior
51EzRhn8HJL._SX300_.jpg,test,Pumice,Musique Concrete
51ff3jQM+VL._SX300_.jpg,test,Coffee Bean,undefined
51FSiRcGkZL._SX300_.jpg,test,Blue Haze,undefined
51FwxleX6zL._SY300_.jpg,test,Gamboge,undefined
51GCRrxP6kL._SX300_.jpg,test,Outer Space,undefined
51GgfjfTYNL._SX300_.jpg,test,Aztec,undefined
51gtCkE3zhL._SY300_.jpg,test,Antique Brass,Cosmic Cowboy
51GWD6TFBML._SY300_.jpg,test,Sandal,Sessions: Mark Farina
51H8CGCBZSL._SY300_.jpg,test,Ebb,7 Years &amp; 50 Days
51hmJFYkGzL._SX300_.jpg,test,Porcelain,Back in the Days
51hXSU2wqRL._SY300_.jpg,test,Cornflower,undefined
51IHTWtucrL._SX300_.jpg,test,Firefly,undefined
51iL9engdKL._SX300_.jpg,test,Antique Brass,Lisboa@com.Fusion
51iPZ9+uNzL._SX300_.jpg,test,Tobacco Brown,undefined
51-IS9FrEgL._SY300_.jpg,test,Can Can,undefined
51iU60PAH7L._SY300_.jpg,test,Woody Brown,I Love Funky Disco
51jDMRE+bNL._SY300_.jpg,test,Anzac,undefined
51Jf+-fKaoL._SX300_.jpg,test,Ecru White,undefined
51KPJ15HSQL._SY300_.jpg,test,Blue Dianne,Amen
51lClK2PpXL._SY300_.jpg,test,Thunder,Miss Black America
51m1kDdRjsL._SY300_.jpg,test,Antique Brass,The Drive
51MxSsY1rGL.jpg,test,Rhino,Best Dance Album in the World Ever V.1
51NY2AZV18L._SY300_.jpg,test,Sorrell Brown,Skitzmix 18
51O6GrHC9-L._SY300_.jpg,test,Oriental Pink,undefined
51Ogz8CvjTL._SX300_.jpg,test,Ash,Where Sun And Moon Unite
51ONCa67tIL._SY300_.jpg,test,Silver Sand,Use Me
51oQqYBaejL._SX300_.jpg,test,Ecru White,We Love Music
51OsVCYOWGL._SX300_.jpg,test,Shark,Amalgamation of Soundz
51Oz5vrsw2L._SX300_.jpg,test,Battleship Gray,Brave Nu World
51pVNwrm6YL.jpg,test,Tussock,All Targets Down (+1 Bonus Track)
51qm2ixGVsL._SY300_.jpg,test,Rope,That Much Closer to the Sun
51rDHcGN3NL._SY300_.jpg,test,Matisse,Gourmet De Funk
51RZgxMEqrL._SY300_.jpg,test,Martinique,undefined
51S9T9W2JNL._SY300_.jpg,test,Fiord,Venice
51sCTA6lLIL._SX300_.jpg,test,Emperor,Hot 'N' Spycy : The Album
51SFrSSQ5XL._SL500_SY300_.jpg,test,Outer Space,The Hardrive EP
51SS83NEY4L._SY300_.jpg,test,Quill Gray,Soul in Your Spacesuit
51STGTGW8SL._SX300_.jpg,test,Abbey,Cream Resident
51sx+TXCxRL._SX300_.jpg,test,San Juan,undefined
51T-FwWEM8L._SX300_.jpg,test,Anzac,undefined
51TJMPZN6JL._SX300_.jpg,test,Saffron Mango,Music For Robots Volume 1
51u34Rj+bpL._SX300_.jpg,test,Coffee Bean,undefined
51uDFjxU1aL._SY300_.jpg,test,Emperor,A Different Ball Game
51uNbZxWERL._SY300_.jpg,test,Steel Gray,undefined
51-urUc9DCL._SX300_.jpg,test,Tamarind,Our World
51vQIDDc8YL._SL500_SX300_.jpg,test,Bunker,Manipulating Agent
51VScA+nS3L._SY300_.jpg,test,Bastille,undefined
